kind	class	method	param	index	path	tool
FIELD	agentes.jade.Monitor.AgenteMonitor	nan	checkHemoglobina	nan	url75694980d5_fabioalmeid_tp01ftc_tgz-pJ8-agentes_jade_Centralizador_ExemploParserGramaticaCentralizadorJ8/src/agentes/jade/Monitor/AgenteMonitor.java	!wpi
METHOD	org.maltparser.parser.history.container.CombinedTableContainer	getSymbol(int)	nan	nan	url80e39b1957_tobikster_IJN_headers_recognition_tgz-pJ8-org_maltparser_examples_CreatePhraseStructureGraphJ8/src/org/maltparser/parser/history/container/CombinedTableContainer.java	!nullgtn
PARAMETER	org.jgraph.graph.GraphUndoManager	nextEditToBeRedone(javax.swing.undo.UndoableEdit)	current	0	url20b0f880a5_jgraph_legacy_jgraph5_tgz-pJ8-org_jgraph_example_HelloWorldJ8/src/org/jgraph/graph/GraphUndoManager.java	!nullgtn
PARAMETER	kademlia.dht.KademliaDHT	store(kademlia.dht.JKademliaStorageEntry)	content	0	url147ce07ebe_JoshuaKissoon_Kademlia_tgz-pJ8-kademlia_simulations_RoutingTableStateTestingJ8/src/kademlia/dht/KademliaDHT.java	!annotator
METHOD	net.jcores.jre.cores.CoreString$13	f(java.lang.String)	nan	nan	url70ed135da7_ralfbiedert_jcores_tgz-pJ8-sandbox_SimpleFilterTestJ8/src/net/jcores/jre/cores/CoreString.java	!wpi
PARAMETER	org.jgraph.graph.GraphContext	getMapping(java.lang.Object,boolean)	cell	0	url20b0f880a5_jgraph_legacy_jgraph5_tgz-pJ8-org_jgraph_example_HelloWorldJ8/src/org/jgraph/graph/GraphContext.java	!nullgtn
FIELD	com.moblima.util.ConsoleReader	nan	dateInput	nan	urlaf656038a0_Salihan04_MOBLIMA_tgz-pJ8-com_moblima_util_dataTestJ8/src/com/moblima/util/ConsoleReader.java	!nullgtn
METHOD	com.iconmaster.hppplus.tokenize.element.TotalMatchToken	getRange()	nan	nan	urle27f76cced_iconmaster5326_HPPPlus_tgz-pJ8-com_iconmaster_hppplus_HPPPlusJ8/src/com/iconmaster/hppplus/tokenize/element/TotalMatchToken.java	!nullgtn
METHOD	com.usps.evs.vo.MisShippedVO	getDcSpecialServiceCode1()	nan	nan	urld025f21ac3_mvattipulusu_Innovation2013_tgz-pJ8-com_usps_data_ManifestFileTestJ8/src/com/usps/evs/vo/MisShippedVO.java	!nullgtn
PARAMETER	de.odysseus.el.misc.TypeConverterImpl	coerceToType(java.lang.Object,java.lang.Class)	value	0	url4fdf79ae2c_beckchr_juel_tgz-pJ8-de_odysseus_el_samples_xml_sax_XMELFilterJ8/src/de/odysseus/el/misc/TypeConverterImpl.java	!nullgtn
METHOD	com.usps.evs.vo.ManifestHeader	getEntryFacility()	nan	nan	urld025f21ac3_mvattipulusu_Innovation2013_tgz-pJ8-com_usps_data_ManifestFileTestJ8/src/com/usps/evs/vo/ManifestHeader.java	!nullgtn
PARAMETER	frs.hotgammon.framework.Game	getCount(frs.hotgammon.framework.Location)	location	0	url49526af437_Maria_G_CS325_tgz-pJ8-assignments_farmer_FarmerImplJ8/src/frs/hotgammon/framework/Game.java	!annotator
FIELD	kademlia.dht.StorageEntryMetadata	nan	ownerId	nan	url147ce07ebe_JoshuaKissoon_Kademlia_tgz-pJ8-kademlia_simulations_RoutingTableStateTestingJ8/src/kademlia/dht/StorageEntryMetadata.java	!nullgtn
PARAMETER	org.maltparser.core.options.option.EnumOption	getStringRepresentation(java.lang.Object)	value	0	url80e39b1957_tobikster_IJN_headers_recognition_tgz-pJ8-org_maltparser_examples_CreatePhraseStructureGraphJ8/src/org/maltparser/core/options/option/EnumOption.java	!nullgtn
PARAMETER	org.json.JSONArray	put(java.lang.Object)	value	0	url7f15a160d2_timofei7_old_ai_assignments_tgz-pJ8-org_json_TestJ8/src/org/json/JSONArray.java	!nullgtn
METHOD	Centralizador.VisitSkel$AcaoVisitor	visit(Centralizador.Absyn.EAction1,A)	nan	nan	url75694980d5_fabioalmeid_tp01ftc_tgz-pJ8-agentes_jade_Centralizador_ExemploParserGramaticaCentralizadorJ8/src/Centralizador/VisitSkel.java	!wpi
METHOD	kademlia.message.ContentMessage	getContent()	nan	nan	url147ce07ebe_JoshuaKissoon_Kademlia_tgz-pJ8-kademlia_simulations_RoutingTableStateTestingJ8/src/kademlia/message/ContentMessage.java	!nullgtn
PARAMETER	permlib.examples.RandomBTree	extendOnce(permlib.utilities.BTree,int,boolean)	t	0	urlc175f05cb8_mchllbrt_PermCode_tgz-pJ8-permlib_examples_UniversalSeparableJ8/src/permlib/examples/RandomBTree.java	!nullgtn
METHOD	cscie97.common.squaredesk.ProfileFactory	getProfile(java.lang.String)	nan	nan	urlcb91e63e47_alexGalushka_E97_Assignment3_tgz-pJ8-cscie97_asn3_test_TestDriverJ8/src/cscie97/common/squaredesk/ProfileFactory.java	!nullgtn
METHOD	com.moblima.model.ShowTime	getTime()	nan	nan	urlaf656038a0_Salihan04_MOBLIMA_tgz-pJ8-com_moblima_util_dataTestJ8/src/com/moblima/model/ShowTime.java	!nullgtn
METHOD	com.bigfatplayer.hello.Work$_Fields	findByName(java.lang.String)	nan	nan	urldd9e4ada6f_kirillF_sample_jenkins_project_tgz-pJ8-com_bigfatplayer_hello_AppJ8/src/com/bigfatplayer/hello/Work.java	!nullgtn
METHOD	org.jgraph.plaf.GraphUI	getPreferredSize(org.jgraph.JGraph,org.jgraph.graph.CellView)	nan	nan	url20b0f880a5_jgraph_legacy_jgraph5_tgz-pJ8-org_jgraph_example_HelloWorldJ8/src/org/jgraph/plaf/GraphUI.java	!nullgtn
PARAMETER	de.measite.minidns.record.DS	DS(int,de.measite.minidns.DNSSECConstants.SignatureAlgorithm,byte,de.measite.minidns.DNSSECConstants.DigestAlgorithm,byte,byte[])	algorithm	1	url3426a97ee4_rtreffer_minidns_tgz-pJ8-de_measite_minidns_minidnsrepl_MiniDnsReplJ8/src/de/measite/minidns/record/DS.java	!nullgtn
FIELD	dbathon.nurikabe.Main$LoggingEvents	nan	lastState	nan	url8df97b3310_dbathon_nurikabe_java_tgz-pJ8-dbathon_nurikabe_MainBenchJ8/src/dbathon/nurikabe/Main.java	!nullgtn
FIELD	com.moblima.util.ConsoleReader	nan	timeInput	nan	urlaf656038a0_Salihan04_MOBLIMA_tgz-pJ8-com_moblima_util_dataTestJ8/src/com/moblima/util/ConsoleReader.java	!nullgtn
METHOD	com.github.lindenb.dataindexer.SecondaryConfig	getKeyCreator()	nan	nan	urld73c47f3e5_lindenb_dataindexer_tgz-pJ8-test_github_lindenb_dataindexer_SimpleIntegerJ8/src/com/github/lindenb/dataindexer/SecondaryConfig.java	!nullgtn
FIELD	edu.luc.nmerge.mvd.Pair	nan	data	nan	url294e6c45f3_Ecdosis_NMergeNew_tgz-pJ8-TestJ8/src/edu/luc/nmerge/mvd/Pair.java	!annotator
FIELD	ar.com.epidataconsulting.principles.ocp.after.Project	nan	type	nan	url9e019a0ee9_elfrasco_design_principles_tgz-pJ8-ar_com_epidataconsulting_principles_ioc_before_SavePredictiveEngineProjectServiceJ8/src/ar/com/epidataconsulting/principles/ocp/after/Project.java	!nullgtn
PARAMETER	com.facebook.fb303.FacebookService$Client	send_setOption(java.lang.String,java.lang.String)	key	0	url00509339cf_tedwon_scribe_log4j_appender_tgz-pJ8-com_realtimecep_scribe_ScribeJavaServerJ8/src/com/facebook/fb303/FacebookService.java	!nullgtn
PARAMETER	org.jgraph.graph.DefaultPort	setAnchor(org.jgraph.graph.Port)	port	0	url20b0f880a5_jgraph_legacy_jgraph5_tgz-pJ8-org_jgraph_example_HelloWorldJ8/src/org/jgraph/graph/DefaultPort.java	!nullgtn
FIELD	com.jgraph.example.GraphEdXMenuBar	nan	graphFactory	nan	url20b0f880a5_jgraph_legacy_jgraph5_tgz-pJ8-org_jgraph_example_HelloWorldJ8/src/com/jgraph/example/GraphEdXMenuBar.java	!annotator
PARAMETER	gramatica.Atuador.PrettyPrinter	sh(gramatica.Atuador.Absyn.Tarefa)	foo	0	url75694980d5_fabioalmeid_tp01ftc_tgz-pJ8-agentes_jade_Centralizador_ExemploParserGramaticaCentralizadorJ8/src/gramatica/Atuador/PrettyPrinter.java	!nullgtn
FIELD	relop.Selection	nan	nextTuple	nan	urlefa3b0a07b_jhngzhu_Database_RelationalOperator_tgz-pJ8-tests_ROTestJ8/src/relop/Selection.java	!nullgtn
PARAMETER	org.maltparser.core.symbol.trie.TrieSymbolTableHandler	getSymbolTable(java.lang.String)	tableName	0	url80e39b1957_tobikster_IJN_headers_recognition_tgz-pJ8-org_maltparser_examples_CreatePhraseStructureGraphJ8/src/org/maltparser/core/symbol/trie/TrieSymbolTableHandler.java	!nullgtn
METHOD	org.json.CDL	toJSONArray(org.json.JSONArray,org.json.JSONTokener)	nan	nan	url0d084b4168_zhourui392_BaiduPicDown_tgz-pJ8-org_json_TestJ8/src/org/json/CDL.java	!nullgtn
PARAMETER	cz.dusanrychnovsky.chessendgames.core.King	generateMoves(cz.dusanrychnovsky.chessendgames.core.Position)	from	0	url9d32402837_dusan_rychnovsky_chess_endgames_tgz-pJ8-cz_dusanrychnovsky_chessendgames_core_strategies_PrecomputedValuesJ8/src/cz/dusanrychnovsky/chessendgames/core/King.java	!nullgtn
PARAMETER	org.json.XML	toString(java.lang.Object,java.lang.String,boolean,boolean)	tagName	1	url675964e2b9_pentaho_pentaho_commons_json_tgz-pJ8-org_json_TestJ8/src/org/json/XML.java	!nullgtn
FIELD	tests.TestDriver$CountData	nan	desc	nan	urlefa3b0a07b_jhngzhu_Database_RelationalOperator_tgz-pJ8-tests_ROTestJ8/src/tests/TestDriver.java	!nullgtn
METHOD	be.demmel.fun.jgwcaconstants.bll.SkillType	toEnum(short)	nan	nan	url74c52881d6_AndrewBourgeois_JGWCAConstants_tgz-pJ8-be_demmel_fun_jgwcaconstants_Tutorial4J8/src/be/demmel/fun/jgwcaconstants/bll/SkillType.java	!nullgtn
PARAMETER	net.xeoh.plugins.base.util.PluginManagerUtil	getPlugins(java.lang.Class,net.xeoh.plugins.base.options.getplugin.PluginSelector)	plugin	0	url5a01f2c1d9_core9_core_tgz-pJ8-io_core9_core_boot_BootstrapFrameworkJ8/src/net/xeoh/plugins/base/util/PluginManagerUtil.java	!nullgtn
PARAMETER	drivenow.boundaries.SekretaerBoundary	theoriepruefungsbestehenEintragen(java.lang.String)	schuelerID	0	url529c09a30c_kianyangchn_DriveNow_tgz-pJ8-drivenow_tests_TestJ8/src/drivenow/boundaries/SekretaerBoundary.java	!nullgtn
METHOD	es.dagaren.gladiator.representation.Piece	valueOf(java.lang.String)	nan	nan	url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/Piece.java	!nullgtn
FIELD	com.usps.evs.vo.ConfirmationDetailVO	nan	reasonCode	nan	urld025f21ac3_mvattipulusu_Innovation2013_tgz-pJ8-com_usps_data_ManifestFileTestJ8/src/com/usps/evs/vo/ConfirmationDetailVO.java	!nullgtn
PARAMETER	org.agilewiki.jactor2.core.impl.blades.firehose.FirstStage$1	processAsyncResponse(java.lang.Void)	response	0	url7d636e8121_laforge49_JActor2_tgz-pJ8-org_agilewiki_jactor2_core_revisited_EHJ8/src/org/agilewiki/jactor2/core/impl/blades/firehose/FirstStage.java	!wpi
METHOD	es.uc3m.recordplayer.logic.RecordCollection	getRecordsByPerfomer(es.uc3m.recordplayer.logic.Performer)	nan	nan	url3ed4973106_kosmasK_RecordPlayer_tgz-pJ8-es_uc3m_recordplayer_test_TestJ8/src/es/uc3m/recordplayer/logic/RecordCollection.java	!nullgtn
FIELD	xscript.compiler.tree.XTree$XTreeDelete	nan	expr	nan	url5583f3dbb2_XOR19_XScript_tgz-pJ8-xscript_interactive_MainJ8/src/xscript/compiler/tree/XTree.java	!nullgtn
FIELD	com.gesoftware.venta.network.model.ServerResponse	nan	m_Message	nan	urlc98c3b97d2_Trimax_venta_tgz-pJ8-com_gesoftware_venta_structures_map_MapTestJ8/src/com/gesoftware/venta/network/model/ServerResponse.java	!nullgtn
FIELD	org.KonohaScript.KClass	nan	DefaultNullValue	nan	url901cc5721b_shidasan_KonohaCoffee_tgz-pJ8-org_KonohaScript_KonohaJ8/src/org/KonohaScript/KClass.java	!nullgtn
METHOD	org.maltparser.core.syntaxgraph.ds2ps.LosslessMapping	getDependencyDataFormatInstance()	nan	nan	url80e39b1957_tobikster_IJN_headers_recognition_tgz-pJ8-org_maltparser_examples_CreatePhraseStructureGraphJ8/src/org/maltparser/core/syntaxgraph/ds2ps/LosslessMapping.java	!nullgtn
PARAMETER	uy.edu.fing.mina.fsa.tffst.Transition	Transition(uy.edu.fing.mina.fsa.tf.TfString,uy.edu.fing.mina.fsa.tf.TfString,uy.edu.fing.mina.fsa.tffst.State)	to	2	url47fcfc0133_baliosian_tau_fst_tgz-pJ8-uy_edu_fing_mina_fsa_test_old_TestComposition1J8/src/uy/edu/fing/mina/fsa/tffst/Transition.java	!nullgtn
METHOD	units.PikachuFactoryUnit	addButton()	nan	nan	url28dfd00382_byang223_TurnBAPI_tgz-pJ8-units_upgrades_UpgradeTestJ8/src/units/PikachuFactoryUnit.java	!nullgtn
PARAMETER	ImagePack.RGBEFormat	write(ImagePack.Image,java.lang.Double,java.lang.Double,java.lang.String)	exposure	2	urlddedf61e88_dwendelen_CG2_1_tgz-pJ8-RendProjectJ8/src/ImagePack/RGBEFormat.java	!nullgtn
METHOD	risiko.actions.util.actionAdapterFactory	createSetTroopsAdapter()	nan	nan	url70997c83aa_Xilaew_risiko_tgz-pJ8-risiko_XMI2XMLtransformerJ8/src/risiko/actions/util/actionAdapterFactory.java	!nullgtn
PARAMETER	Demo.PreparedDemo	isPreparedColumn(org.sgbd.Mysgbd.MExp)	v	0	url7a69e77641_benmouh_MySgbd_tgz-pJ8-Demo_CheckRowNumJ8/src/Demo/PreparedDemo.java	!nullgtn
PARAMETER	leetcode.oj.Solution2	maxDepth(leetcode.oj.Solution.TreeNode)	root	0	url1a745d67fc_sobercheg_InterviewTraining_tgz-pJ8-leetcode_oj_Solution2TestJ8/src/leetcode/oj/Solution2.java	!nullgtn
METHOD	pl.cc.utils.Utils	parseDate(java.lang.String)	nan	nan	url2df0f7c811_przemekgalazka_legacycode_tgz-pJ8-pl_cc_core_cmd_CommandJ8/src/pl/cc/utils/Utils.java	!nullgtn
METHOD	net.hetimatan.util.event.net.io.KyoroServerSocket	accept()	nan	nan	url0e7d57473a_kyorohiro_HetimaUtil_tgz-pJ8-net_hetimatan_net_http_HttpServer3xxJ8/src/net/hetimatan/util/event/net/io/KyoroServerSocket.java	!nullgtn
PARAMETER	erilex.codegen.Generator	en_d_L(java.lang.String,erilex.codegen.Variable[],erilex.codegen.Type,erilex.codegen.TypeFunction,java.lang.String)	evalName	4	urlaa914a1de2_xu_hao_erilex_tgz-pJ8-erilex_esl_ESLJ8/src/erilex/codegen/Generator.java	!nullgtn
METHOD	algorithms.SPT	getName()	nan	nan	url594c007908_hugobraga_College_tgz-pJ8-main_GraphJ8/src/algorithms/SPT.java	!nullgtn
PARAMETER	com.mxgraph.view.mxGraph	toggleCells(boolean,java.lang.Object[])	cells	1	url20b0f880a5_jgraph_legacy_jgraph5_tgz-pJ8-org_jgraph_example_HelloWorldJ8/src/com/mxgraph/view/mxGraph.java	!nullgtn
PARAMETER	org.json.JSONObject	putOnce(java.lang.String,java.lang.Object)	value	1	url0d084b4168_zhourui392_BaiduPicDown_tgz-pJ8-org_json_TestJ8/src/org/json/JSONObject.java	!nullgtn
FIELD	darwin.work.threadPool.ThreadPool	nan	result	nan	url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwin/work/threadPool/ThreadPool.java	!nullgtn
METHOD	org.jgraph.graph.EdgeRenderer	getLabelPosition(java.awt.geom.Point2D)	nan	nan	url20b0f880a5_jgraph_legacy_jgraph5_tgz-pJ8-org_jgraph_example_HelloWorldJ8/src/org/jgraph/graph/EdgeRenderer.java	!nullgtn
PARAMETER	pl.cc.real.RealAgent	RealAgent(java.lang.String,java.lang.String,java.lang.String)	id	0	url2df0f7c811_przemekgalazka_legacycode_tgz-pJ8-pl_cc_core_cmd_CommandJ8/src/pl/cc/real/RealAgent.java	!nullgtn
PARAMETER	com.github.nkzawa.engineio.client.Socket	Socket(java.net.URI,com.github.nkzawa.engineio.client.Socket.Options)	opts	1	url6a9f553762_Bresiu_socket_io_tgz-pJ8-MainJ8/src/com/github/nkzawa/engineio/client/Socket.java	!nullgtn
FIELD	com.jcraft.jzlib.ZStream	nan	next_in	nan	urlfeea716362_ymnk_jzlib_tgz-pJ8-test_large_deflate_inflateJ8/src/com/jcraft/jzlib/ZStream.java	!annotator
PARAMETER	modes.models.GameModel	setSelectedUnit(units.Unit)	selectedUnit	0	url28dfd00382_byang223_TurnBAPI_tgz-pJ8-units_upgrades_UpgradeTestJ8/src/modes/models/GameModel.java	!nullgtn
PARAMETER	com.strategy.havannah.board.BoardHavannah	toMarkLastTurnString(java.lang.Integer)	index	0	urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/havannah/board/BoardHavannah.java	!nullgtn
FIELD	org.jbox2d.testbed.framework.TestQueryCallback	nan	fixture	nan	urld8e41b4f7f_warrenfalk_jbox2dtest_tgz-pJ8-org_jbox2d_testbed_framework_TestbedMainJ8/src/org/jbox2d/testbed/framework/TestbedTest.java	!nullgtn
METHOD	de.measite.minidns.cache.LRUCache	getNormalized(de.measite.minidns.DNSMessage)	nan	nan	url3426a97ee4_rtreffer_minidns_tgz-pJ8-de_measite_minidns_minidnsrepl_MiniDnsReplJ8/src/de/measite/minidns/cache/LRUCache.java	!nullgtn
PARAMETER	com.mxgraph.view.mxGraphSelectionModel$mxSelectionChange	mxSelectionChange(com.mxgraph.view.mxGraphSelectionModel,java.util.Collection,java.util.Collection)	added	1	url20b0f880a5_jgraph_legacy_jgraph5_tgz-pJ8-org_jgraph_example_HelloWorldJ8/src/com/mxgraph/view/mxGraphSelectionModel.java	!nullgtn
FIELD	com.usps.evs.vo.MisShippedVO	nan	recalcReshippedInd	nan	urld025f21ac3_mvattipulusu_Innovation2013_tgz-pJ8-com_usps_data_ManifestFileTestJ8/src/com/usps/evs/vo/MisShippedVO.java	!nullgtn
FIELD	org.pcj.internal.message.MessageValueGetRequest	nan	sharedEnumClassName	nan	urld856362767_hpdcj_PCJ_tgz-pJ8-org_pcj_test_StorageExampleMainJ8/src/org/pcj/internal/message/MessageValueGetRequest.java	!nullgtn
PARAMETER	org.json.XML	toString(java.lang.Object,java.lang.String)	tagName	1	urld3c7d5e997_dku_rajkumar_java_api_for_amon_tgz-pJ8-org_json_TestJ8/src/org/json/XML.java	!nullgtn
METHOD	org.delaunay.algorithm.samples.LocateStrategies$TriangulationLocateStrategy	getNearest(org.delaunay.model.Vector)	nan	nan	url863d2ab553_themadcreator_delaunay_tgz-pJ8-org_delaunay_PoissonDiscSamplesDemoJ8/src/org/delaunay/algorithm/samples/LocateStrategies.java	!nullgtn
FIELD	net.katsuster.ememu.generic.Bus$SlaveCoreAddress	nan	slave	nan	url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/generic/Bus.java	!nullgtn
METHOD	agentes.jade.Atuador.VisitanteAtuador$RemedioVisitor	visit(gramatica.Atuador.Absyn.ERemedio,A)	nan	nan	url75694980d5_fabioalmeid_tp01ftc_tgz-pJ8-agentes_jade_Centralizador_ExemploParserGramaticaCentralizadorJ8/src/agentes/jade/Atuador/VisitanteAtuador.java	!wpi
FIELD	com.usps.data.Detail	nan	containerId1	nan	urld025f21ac3_mvattipulusu_Innovation2013_tgz-pJ8-com_usps_data_ManifestFileTestJ8/src/com/usps/data/Detail.java	!nullgtn
METHOD	de.odysseus.el.tree.impl.Cache	get(java.lang.String)	nan	nan	url4fdf79ae2c_beckchr_juel_tgz-pJ8-de_odysseus_el_samples_xml_sax_XMELFilterJ8/src/de/odysseus/el/tree/impl/Cache.java	!nullgtn
PARAMETER	ch.thn.util.tree.onoff.core.AbstractGenericOnOffKeySetTreeNode	isNodeIgnored(ch.thn.util.tree.onoff.core.OnOffTreeNodeModifier)	modifier	0	urld2fb1d2b05_thnaeff_Util_tgz-pJ8-ch_thn_util_tests_TreeTestJ8/src/ch/thn/util/tree/onoff/core/AbstractGenericOnOffKeySetTreeNode.java	!nullgtn
FIELD	minewebsocket.org.java_websocket.framing.CloseFrameBuilder	nan	reason	nan	url6544f14c72_charles_d_burton_java_websocket_example_tgz-pJ8-minewebsocket_MineWebSocketJ8/src/minewebsocket/org/java_websocket/framing/CloseFrameBuilder.java	!nullgtn
FIELD	com.usps.evs.vo.ManifestDetail	nan	countryCode	nan	urld025f21ac3_mvattipulusu_Innovation2013_tgz-pJ8-com_usps_data_ManifestFileTestJ8/src/com/usps/evs/vo/ManifestDetail.java	!nullgtn
PARAMETER	de.odysseus.el.tree.impl.ast.AstUnary	eval(de.odysseus.el.tree.Bindings,javax.el.ELContext)	context	1	url4fdf79ae2c_beckchr_juel_tgz-pJ8-de_odysseus_el_samples_xml_sax_XMELFilterJ8/src/de/odysseus/el/tree/impl/ast/AstUnary.java	!nullgtn
FIELD	de.codesourcery.dcpu16.ast.Block	nan	scope	nan	url46a88cc932_toby1984_tinyc_tgz-pJ8-de_codesourcery_dcpu16_compiler_CompilerJ8/src/de/codesourcery/dcpu16/ast/Block.java	!nullgtn
PARAMETER	com.jgraph.layout.JGraphWordBrowser	createVertex(java.lang.Object)	data	0	url20b0f880a5_jgraph_legacy_jgraph5_tgz-pJ8-org_jgraph_example_HelloWorldJ8/src/com/jgraph/layout/JGraphWordBrowser.java	!nullgtn
PARAMETER	org.apache.thrift.TUnion	deepCopyObject(java.lang.Object)	o	0	url00509339cf_tedwon_scribe_log4j_appender_tgz-pJ8-com_realtimecep_scribe_ScribeJavaServerJ8/src/org/apache/thrift/TUnion.java	!nullgtn
METHOD	org.json.CDL	toJSONArray(org.json.JSONArray,java.lang.String)	nan	nan	url7f15a160d2_timofei7_old_ai_assignments_tgz-pJ8-org_json_TestJ8/src/org/json/CDL.java	!nullgtn
PARAMETER	org.jgraph.plaf.GraphUI	paintPorts(java.awt.Graphics,org.jgraph.graph.CellView[])	g	0	url20b0f880a5_jgraph_legacy_jgraph5_tgz-pJ8-org_jgraph_example_HelloWorldJ8/src/org/jgraph/plaf/GraphUI.java	!annotator
PARAMETER	org.maltparser.parser.history.container.TableContainer	TableContainer(org.maltparser.core.symbol.Table,java.lang.String,char)	name	1	url80e39b1957_tobikster_IJN_headers_recognition_tgz-pJ8-org_maltparser_examples_CreatePhraseStructureGraphJ8/src/org/maltparser/parser/history/container/TableContainer.java	!nullgtn
FIELD	pl.cc.core.cmd.InfoQueueActionAdd	nan	action	nan	url2df0f7c811_przemekgalazka_legacycode_tgz-pJ8-pl_cc_core_cmd_CommandJ8/src/pl/cc/core/cmd/InfoQueueActionAdd.java	!nullgtn
METHOD	com.mxgraph.view.mxGraphView	getPerimeterPoint(com.mxgraph.view.mxCellState,com.mxgraph.util.mxPoint,boolean,double)	nan	nan	url20b0f880a5_jgraph_legacy_jgraph5_tgz-pJ8-org_jgraph_example_HelloWorldJ8/src/com/mxgraph/view/mxGraphView.java	!nullgtn
METHOD	com.usps.evs.vo.PicCode	getZip()	nan	nan	urld025f21ac3_mvattipulusu_Innovation2013_tgz-pJ8-com_usps_data_ManifestFileTestJ8/src/com/usps/evs/vo/PicCode.java	!nullgtn
FIELD	de.jannlab.core.NetBase	nan	targetport	nan	url5997ccb760_JANNLab_JANNLab_tgz-pJ8-de_jannlab_examples_recurrent_SequentialXorExampleJ8/src/de/jannlab/core/NetBase.java	!annotator
FIELD	mythrift.BinaryAnnotation	nan	key	nan	url93da129d40_marioskogias_blkin_hadoop_tgz-pJ8-mythrift_MyZipkinThriftJ8/src/mythrift/BinaryAnnotation.java	!nullgtn
METHOD	net.hetimatan.net.http.HttpHistory	get()	nan	nan	url0e7d57473a_kyorohiro_HetimaUtil_tgz-pJ8-net_hetimatan_net_http_HttpServer3xxJ8/src/net/hetimatan/net/http/HttpHistory.java	!annotator
METHOD	darwInvest.data.Ticker	getGooglecompanyid()	nan	nan	url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/data/Ticker.java	!nullgtn
FIELD	de.measite.minidns.record.Data	nan	bytes	nan	url3426a97ee4_rtreffer_minidns_tgz-pJ8-de_measite_minidns_minidnsrepl_MiniDnsReplJ8/src/de/measite/minidns/record/Data.java	!annotator
FIELD	com.usps.evs.vo.ManifestHeader	nan	originalMailingDateTime	nan	urld025f21ac3_mvattipulusu_Innovation2013_tgz-pJ8-com_usps_data_ManifestFileTestJ8/src/com/usps/evs/vo/ManifestHeader.java	!nullgtn
METHOD	Instrucoes.Instrucao	IJump()	nan	nan	url9d1719148e_mrqsdavi_pegmachine_tgz-pJ8-peg_RegexJ8/src/Instrucoes/Instrucao.java	!nullgtn
METHOD	com.game.protobuf.GameProto$GameAction$Builder	internalGetFieldAccessorTable()	nan	nan	url7606378bcc_ljy2010a_protobuf2_tgz-pJ8-com_game_gameObj_bufBuilder_ReflectBuilderJ8/src/com/game/protobuf/GameProto.java	!nullgtn
FIELD	edu.luc.nmerge.mvd.diff.Matrix	nan	diagonals	nan	url294e6c45f3_Ecdosis_NMergeNew_tgz-pJ8-TestJ8/src/edu/luc/nmerge/mvd/diff/Matrix.java	!nullgtn
METHOD	com.usps.evs.vo.ConfirmationSummaryVO	getTransactionType()	nan	nan	urld025f21ac3_mvattipulusu_Innovation2013_tgz-pJ8-com_usps_data_ManifestFileTestJ8/src/com/usps/evs/vo/ConfirmationSummaryVO.java	!nullgtn
METHOD	com.jcraft.jzlib.ZStream	getMessage()	nan	nan	urlfeea716362_ymnk_jzlib_tgz-pJ8-test_large_deflate_inflateJ8/src/com/jcraft/jzlib/ZStream.java	!nullgtn
